RefID,SampleID,Locality,Country,Latitude,Longitude,Easting,Northing,UTM_Zone,Elevation_meters,Depth_meters
1,1.0029,"Igarapé Bahia gold deposit, Carajás",Brazil,"06°01'46.6""S","50°34'6.55""W",547753.2594,9333503.2649,22 M,650,80
1,1.003,"Igarapé Bahia gold deposit, Carajás",Brazil,"06°01'46.6""S","50°34'6.55""W",547753.2594,9333503.2649,22 M,650,80
1,1.0031,"Igarapé Bahia gold deposit, Carajás",Brazil,"06°01'46.6""S","50°34'6.55""W",547753.2594,9333503.2649,22 M,650,80
1,1.0032,"N4E Iron Mine, Carajás",Brazil,"06°02'44.9139""S","50°12'3.4048""W",588426.2900,9331666.6100,22 M,700,0
1,1.0033,"N4E Iron Mine, Carajás",Brazil,"06°02'44.9139""S","50°12'3.4048""W",588426.2900,9331666.6100,22 M,700,0
1,1.0034,"N4E Iron Mine, Carajás",Brazil,"06°02'44.9139""S","50°12'3.4048""W",588426.2900,9331666.6100,22 M,700,0
1,1.0035,"N4E Iron Mine, Carajás",Brazil,"06°02'44.9139""S","50°12'3.4048""W",588426.2900,9331666.6100,22 M,700,0
1,1.0036,"Lake Moondara Cu-prospect, Mount Isa, QLD",Australia,"20°35'31.88796""S","139°34'59.19328""E",352336.5600,7722342.3600,54 K,352,0
,,,,,,,,,,
2,2.0001,"Yandi Channel Iron deposit, Hamersley Province, WA",Australia,22°45'00''S,119°00'00''E,705368.0019,7482768.2372,50 K,500,5
2,2.0002,"Yandi Channel Iron deposit, Hamersley Province, WA",Australia,22°45'00''S,119°00'00''E,705368.0019,7482768.2372,50 K,500,5
2,2.0003,"Yandi Channel Iron deposit, Hamersley Province, WA",Australia,22°45'00''S,119°00'00''E,705368.0019,7482768.2372,50 K,500,5
2,2.0004,"Yandi Channel Iron deposit, Hamersley Province, WA",Australia,22°45'00''S,119°00'00''E,705368.0019,7482768.2372,50 K,500,5
2,2.0005,"Yandi Channel Iron deposit, Hamersley Province, WA",Australia,22°45'00''S,119°00'00''E,705368.0019,7482768.2372,50 K,500,5
2,2.0006,"Yandi Channel Iron deposit, Hamersley Province, WA",Australia,22°45'00''S,119°00'00''E,705368.0019,7482768.2372,50 K,500,5
2,2.0007,"Yandi Channel Iron deposit, Hamersley Province, WA",Australia,22°45'00''S,119°00'00''E,705368.0019,7482768.2372,50 K,495,10
2,2.0008,"Yandi Channel Iron deposit, Hamersley Province, WA",Australia,22°45'00''S,119°00'00''E,705368.0019,7482768.2372,50 K,495,10
2,2.0009,"Yandi Channel Iron deposit, Hamersley Province, WA",Australia,22°45'00''S,119°00'00''E,705368.0019,7482768.2372,50 K,480,25
2,2.001,"Yandi Channel Iron deposit, Hamersley Province, WA",Australia,22°45'00''S,119°00'00''E,705368.0019,7482768.2372,50 K,480,25
2,2.0011,"Yandi Channel Iron deposit, Hamersley Province, WA",Australia,22°45'00''S,119°00'00''E,705368.0019,7482768.2372,50 K,475,30
2,2.0012,"Yandi Channel Iron deposit, Hamersley Province, WA",Australia,22°45'00''S,119°00'00''E,705368.0019,7482768.2372,50 K,475,30
2,2.0013,"Yandi Channel Iron deposit, Hamersley Province, WA",Australia,22°45'00''S,119°00'00''E,705368.0019,7482768.2372,50 K,470,35
2,2.0014,"Yandi Channel Iron deposit, Hamersley Province, WA",Australia,22°45'00''S,119°00'00''E,705368.0019,7482768.2372,50 K,470,35
2,2.0015,"Yandi Channel Iron deposit, Hamersley Province, WA",Australia,22°45'00''S,119°00'00''E,705368.0019,7482768.2372,50 K,470,35
2,2.0016,"Yandi Channel Iron deposit, Hamersley Province, WA",Australia,22°45'00''S,119°00'00''E,705368.0019,7482768.2372,50 K,470,35
2,2.0017,"Yandi Channel Iron deposit, Hamersley Province, WA",Australia,22°45'00''S,119°00'00''E,705368.0019,7482768.2372,50 K,,
2,2.0018,"Yandi Channel Iron deposit, Hamersley Province, WA",Australia,22°45'00''S,119°00'00''E,705368.0019,7482768.2372,50 K,,
2,2.0019,"Yandi Channel Iron deposit, Hamersley Province, WA",Australia,22°45'00''S,119°00'00''E,705368.0019,7482768.2372,50 K,,
2,2.002,"Yandi Channel Iron deposit, Hamersley Province, WA",Australia,22°45'00''S,119°00'00''E,705368.0019,7482768.2372,50 K,,
,,,,,,,,,,
3,3.0001,"Lynn Peak Channel Iron deposit, Hamersley Province, WA",Australia,"22°29'48.3756""S","120°5'58.65""E",201584,7509294,51 K,480,0
3,3.0002,"Lynn Peak Channel Iron deposit, Hamersley Province, WA",Australia,"22°30'7.1352""S","120°5'42.9432""E",201146,7508708,51 K,480,0
3,3.0003,"Lynn Peak Channel Iron deposit, Hamersley Province, WA",Australia,"22°30'7.1352""S","120°5'42.9432""E",201146,7508708,51 K,480,0
3,3.0004,"Lynn Peak Channel Iron deposit, Hamersley Province, WA",Australia,"22°30'7.1352""S","120°5'42.9432""E",201146,7508708,51 K,480,0
3,3.0005,"Lynn Peak Channel Iron deposit, Hamersley Province, WA",Australia,"22°30'7.1352""S","120°5'42.9432""E",201146,7508708,51 K,480,0
3,3.0006,"Lynn Peak Channel Iron deposit, Hamersley Province, WA",Australia,"22°30'7.1352""S","120°5'42.9432""E",201146,7508708,51 K,480,0
3,3.0007,"Marandoo, WA",Australia,"22°38'31.7112""S","118°9'26.8884""E",618935.308,7495631.593,50 K,700,0
3,3.0008,"Marandoo, WA",Australia,"22°38'31.7112""S","118°9'26.8884""E",618935.308,7495631.593,50 K,700,0
3,3.0009,"Marandoo, WA",Australia,"22°38'31.7112""S","118°9'26.8884""E",618935.308,7495631.593,50 K,700,0
3,3.001,"Marandoo, WA",Australia,"22°38'31.7112""S","118°9'26.8884""E",618935.308,7495631.593,50 K,700,0
3,3.0011,"Mt Wall gorge, WA",Australia,"22° 44' 1.48375"" S","116° 44' 11.45689"" E",472945,7485930,50 K,380,
3,3.0012,"Mt Wall gorge, WA",Australia,"22° 44' 1.48375"" S","116° 44' 11.45689"" E",472945,7485930,50 K,380,
3,3.0013,"Mt Wall gorge, WA",Australia,"23° 3' 1.57199"" S","119° 10' 39.91227"" E",723134,7449236,50 K,680,
3,3.0014,"Mt Wall gorge, WA",Australia,"23° 3' 1.57199"" S","119° 10' 39.91227"" E",723134,7449236,50 K,680,
3,3.0015,"Metawandy Valley, WA",Australia,"22° 46' 45.642"" S","116° 35' 48.7164"" E",458619,7480850,50 K,310,
3,3.0016,"Metawandy Valley, WA",Australia,"22° 46' 45.642"" S","116° 35' 48.7164"" E",458619,7480850,50 K,310,
3,3.0017,"Metawandy Valley, WA",Australia,"22° 46' 45.642"" S","116° 35' 48.7164"" E",458619,7480850,50 K,310,
3,3.0018,"Metawandy Valley, WA",Australia,"22° 46' 45.642"" S","116° 35' 48.7164"" E",458619,7480850,50 K,310,
3,3.0019,"Metawandy Valley, WA",Australia,"22° 46' 45.642"" S","116° 35' 48.7164"" E",458619,7480850,50 K,310,
3,3.002,"Metawandy Valley, WA",Australia,"22° 46' 45.642"" S","116° 35' 48.7164"" E",458619,7480850,50 K,310,
3,3.0021,"Metawandy Valley, WA",Australia,"22° 46' 45.642"" S","116° 35' 48.7164"" E",458619,7480850,50 K,310,
3,3.0022,"Metawandy Valley, WA",Australia,"22° 46' 45.642"" S","116° 35' 48.7164"" E",458619,7480850,50 K,310,
3,3.0023,"Metawandy Valley, WA",Australia,"22° 46' 45.642"" S","116° 35' 48.7164"" E",458619,7480850,50 K,310,
3,3.0024,"Metawandy Valley, WA",Australia,"22° 46' 45.642"" S","116° 35' 48.7164"" E",458619,7480850,50 K,310,
3,3.0025,"Metawandy Valley, WA",Australia,"22° 46' 45.642"" S","116° 35' 48.7164"" E",458619,7480850,50 K,310,
3,3.0026,"Metawandy Valley, WA",Australia,"22° 46' 45.642"" S","116° 35' 48.7164"" E",458619,7480850,50 K,310,
3,3.0027,"Metawandy Valley, WA",Australia,"22° 46' 45.642"" S","116° 35' 48.7164"" E",458619,7480850,50 K,310,
3,3.0028,"Metawandy Valley, WA",Australia,"22° 46' 45.642"" S","116° 35' 48.7164"" E",458619,7480850,50 K,310,
3,3.0029,"Metawandy Valley, WA",Australia,"22° 46' 45.642"" S","116° 35' 48.7164"" E",458619,7480850,50 K,310,
3,3.003,"Metawandy Valley, WA",Australia,"22° 46' 45.642"" S","116° 35' 48.7164"" E",458619,7480850,50 K,310,
3,3.0031,"Metawandy Valley, WA",Australia,"22° 46' 45.642"" S","116° 35' 48.7164"" E",458619,7480850,50 K,310,
3,3.0032,"Metawandy Valley, WA",Australia,"22° 46' 45.642"" S","116° 35' 48.7164"" E",458619,7480850,50 K,310,
3,3.0033,"Metawandy Valley, WA",Australia,"22° 46' 45.642"" S","116° 35' 48.7164"" E",458619,7480850,50 K,300,
3,3.0034,"Metawandy Valley, WA",Australia,"22° 46' 45.642"" S","116° 35' 48.7164"" E",458619,7480850,50 K,300,
3,3.0035,"Metawandy Valley, WA",Australia,"22° 46' 45.642"" S","116° 35' 48.7164"" E",458619,7480850,50 K,300,
3,3.0036,"Metawandy Valley, WA",Australia,"22° 46' 45.642"" S","116° 35' 48.7164"" E",458619,7480850,50 K,300,
3,3.0037,"Metawandy Valley, WA",Australia,"22° 46' 45.642"" S","116° 35' 48.7164"" E",458619,7480850,50 K,300,
3,3.0038,"Metawandy Valley, WA",Australia,"22° 46' 45.642"" S","116° 35' 48.7164"" E",458619,7480850,50 K,300,
3,3.0039,"Metawandy Valley, WA",Australia,"22° 46' 45.642"" S","116° 35' 48.7164"" E",458619,7480850,50 K,300,
3,3.004,"Metawandy Valley, WA",Australia,"22° 46' 45.642"" S","116° 35' 48.7164"" E",458619,7480850,50 K,300,
3,3.0041,"Metawandy Valley, WA",Australia,"22° 46' 45.642"" S","116° 35' 48.7164"" E",458619,7480850,50 K,300,
3,3.0042,"Metawandy Valley, WA",Australia,"22° 46' 45.642"" S","116° 35' 48.7164"" E",458619,7480850,50 K,300,
3,3.0043,"Metawandy Valley, WA",Australia,"22° 46' 45.642"" S","116° 35' 48.7164"" E",458619,7480850,50 K,300,
3,3.0044,"Metawandy Valley, WA",Australia,"22° 46' 45.642"" S","116° 35' 48.7164"" E",458619,7480850,50 K,300,
3,3.0045,"Metawandy Valley, WA",Australia,"22° 46' 55.27188"" S","116° 35' 50.50867"" E",458671,7480554,50 K,400,
3,3.0046,"Metawandy Valley, WA",Australia,"22° 46' 55.27188"" S","116° 35' 50.50867"" E",458671,7480554,50 K,400,
3,3.0047,"Metawandy Valley, WA",Australia,"22° 46' 55.27188"" S","116° 35' 50.50867"" E",458671,7480554,50 K,400,
3,3.0048,"Metawandy Valley, WA",Australia,"22° 46' 55.27188"" S","116° 35' 50.50867"" E",458671,7480554,50 K,400,
3,3.0049,"Metawandy Valley, WA",Australia,"22° 46' 55.27188"" S","116° 35' 50.50867"" E",458671,7480554,50 K,400,
3,3.005,"Metawandy Valley, WA",Australia,"22° 46' 55.27188"" S","116° 35' 50.50867"" E",458671,7480554,50 K,400,
,,,,,,,,,,
4,4.0001,"João Câmara, Rio Grande do Norte",Brazil,"5°27'30.000""S","35°45'59.940""W",193409.9881,95967.383,25M,136,
4,4.0002,"João Câmara, Rio Grande do Norte",Brazil,"5°27'30.000""S","35°45'59.940""W",193409.9881,95967.383,25M,136,
4,4.0003,"João Câmara, Rio Grande do Norte",Brazil,"5°27'30.000""S","35°45'59.940""W",193409.9881,95967.383,25M,136,
4,4.0004,"João Câmara, Rio Grande do Norte",Brazil,"5°27'30.000""S","35°45'59.940""W",193409.9881,95967.383,25M,136,
4,4.0005,"João Câmara, Rio Grande do Norte",Brazil,"5°27'30.000""S","35°45'59.940""W",193409.9881,95967.383,25M,136,
4,4.0006,"Ponta Grossa, Ceará",Brazil,"4°37'44.580""S","37°30'16.920""W",665869.0301,9488165.018,24M,14,
4,4.0007,"Ponta Grossa, Ceará",Brazil,"4°37'44.580""S","37°30'16.920""W",665869.0301,9488165.018,24M,14,
4,4.0008,"Ponta Grossa, Ceará",Brazil,"4°37'44.580""S","37°30'16.920""W",665869.0301,9488165.018,24M,14,
4,4.0009,"Ponta Grossa, Ceará",Brazil,"4°37'44.580""S","37°30'16.920""W",665869.0301,9488165.018,24M,14,
4,4.001,"Ponta Grossa, Ceará",Brazil,"4°37'44.580""S","37°30'16.920""W",665869.0301,9488165.018,24M,14,
4,4.0011,"Ponta Grossa, Ceará",Brazil,"4°37'44.580""S","37°30'16.920""W",665869.0301,9488165.018,24M,14,
4,4.0012,"Ponta Grossa, Ceará",Brazil,"4°37'44.580""S","37°30'16.920""W",665869.0301,9488165.018,24M,14,
4,4.0013,"Ponta Grossa, Ceará",Brazil,"4°37'44.580""S","37°30'16.920""W",665869.0301,9488165.018,24M,14,
4,4.0014,"Ponta Grossa, Ceará",Brazil,"4°37'44.580""S","37°30'16.920""W",665869.0301,9488165.018,24M,14,
4,4.0015,"Ponta Grossa, Ceará",Brazil,"4°37'44.580""S","37°30'16.920""W",665869.0301,9488165.018,24M,14,
4,4.0016,"Ponta Grossa, Ceará",Brazil,"4°37'44.580""S","37°30'16.920""W",665869.0301,9488165.018,24M,14,
4,4.0017,"Ponta Grossa, Ceará",Brazil,"4°37'44.580""S","37°30'16.920""W",665869.0301,9488165.018,24M,14,
4,4.0018,"Ponta Grossa, Ceará",Brazil,"4°37'44.580""S","37°30'16.920""W",665869.0301,9488165.018,24M,14,
4,4.0019,"Ponta Grossa, Ceará",Brazil,"4°37'44.580""S","37°30'16.920""W",665869.0301,9488165.018,24M,14,
4,4.002,"Ponta Grossa, Ceará",Brazil,"4°37'44.580""S","37°30'16.920""W",665869.0301,9488165.018,24M,14,
4,4.0021,"Ponta Grossa, Ceará",Brazil,"4°37'44.580""S","37°30'16.920""W",665869.0301,9488165.018,24M,14,
4,4.0022,"Ponta Grossa, Ceará",Brazil,"4°37'44.580""S","37°30'16.920""W",665869.0301,9488165.018,24M,14,
4,4.0023,"Ponta Grossa, Ceará",Brazil,"4°37'44.580""S","37°30'16.920""W",665869.0301,9488165.018,24M,14,
4,4.0024,"Ponta Grossa, Ceará",Brazil,"4°37'44.580""S","37°30'16.920""W",665869.0301,9488165.018,24M,14,
4,4.0025,"Ponta Grossa, Ceará",Brazil,"4°37'44.580""S","37°30'16.920""W",665869.0301,9488165.018,24M,14,
4,4.0026,"Ponta Grossa, Ceará",Brazil,"4°37'44.580""S","37°30'16.920""W",665869.0301,9488165.018,24M,14,
4,4.0027,"Ponta Grossa, Ceará",Brazil,"4°37'44.580""S","37°30'16.920""W",665869.0301,9488165.018,24M,14,
4,4.0028,"Ponta Grossa, Ceará",Brazil,"4°37'44.580""S","37°30'16.920""W",665869.0301,9488165.018,24M,14,
4,4.0029,"Ponta Grossa, Ceará",Brazil,"4°37'44.580""S","37°30'16.920""W",665869.0301,9488165.018,24M,14,
4,4.003,"Ponta Grossa, Ceará",Brazil,"4°37'44.580""S","37°30'16.920""W",665869.0301,9488165.018,24M,14,
4,4.0031,"Ponta Grossa, Ceará",Brazil,"4°37'44.580""S","37°30'16.920""W",665869.0301,9488165.018,24M,14,
4,4.0032,"Ponta Grossa, Ceará",Brazil,"4°37'44.580""S","37°30'16.920""W",665869.0301,9488165.018,24M,14,
4,4.0033,"Ponta Grossa, Ceará",Brazil,"4°37'44.580""S","37°30'16.920""W",665869.0301,9488165.018,24M,14,
4,4.0034,"Ponta Grossa, Ceará",Brazil,"4°37'44.580""S","37°30'16.920""W",665869.0301,9488165.018,24M,14,
4,4.0035,"Ponta Grossa, Ceará",Brazil,"4°37'44.580""S","37°30'16.920""W",665869.0301,9488165.018,24M,14,
4,4.0036,"Ponta Grossa, Ceará",Brazil,"4°37'44.580""S","37°30'16.920""W",665869.0301,9488165.018,24M,14,
4,4.0037,"Ponta Grossa, Ceará",Brazil,"4°37'44.580""S","37°30'16.920""W",665869.0301,9488165.018,24M,14,
4,4.0038,"Ponta Grossa, Ceará",Brazil,"4°37'44.580""S","37°30'16.920""W",665869.0301,9488165.018,24M,14,
4,4.0039,"Ponta Grossa, Ceará",Brazil,"4°37'44.580""S","37°30'16.920""W",665869.0301,9488165.018,24M,14,
4,4.004,"Ponta Grossa, Ceará",Brazil,"4°37'44.580""S","37°30'16.920""W",665869.0301,9488165.018,24M,14,
4,4.0041,"Ponta Grossa, Ceará",Brazil,"4°37'44.580""S","37°30'16.920""W",665869.0301,9488165.018,24M,14,
4,4.0042,"Ponta Grossa, Ceará",Brazil,"4°37'44.580""S","37°30'16.920""W",665869.0301,9488165.018,24M,14,
4,4.0043,"Ponta Grossa, Ceará",Brazil,"4°37'44.580""S","37°30'16.920""W",665869.0301,9488165.018,24M,14,
4,4.0044,"Ponta Grossa, Ceará",Brazil,"4°37'44.580""S","37°30'16.920""W",665869.0301,9488165.018,24M,14,
4,4.0045,"Ponta Grossa, Ceará",Brazil,"4°37'44.580""S","37°30'16.920""W",665869.0301,9488165.018,24M,14,
4,4.0046,"Ponta Grossa, Ceará",Brazil,"4°37'44.580""S","37°30'16.920""W",665869.0301,9488165.018,24M,14,
4,4.0047,"Ponta Grossa, Ceará",Brazil,"4°37'44.580""S","37°30'16.920""W",665869.0301,9488165.018,24M,14,
4,4.0048,"Ponta Grossa, Ceará",Brazil,"4°37'44.580""S","37°30'16.920""W",665869.0301,9488165.018,24M,14,
4,4.0049,"Ponta Grossa, Ceará",Brazil,"4°37'44.580""S","37°30'16.920""W",665869.0301,9488165.018,24M,14,
4,4.005,"Ponta Grossa, Ceará",Brazil,"4°37'44.580""S","37°30'16.920""W",665869.0301,9488165.018,24M,14,
4,4.0051,"Ponta Grossa, Ceará",Brazil,"4°37'44.580""S","37°30'16.920""W",665869.0301,9488165.018,24M,14,
4,4.0052,"Ponta Grossa, Ceará",Brazil,"4°37'44.580""S","37°30'16.920""W",665869.0301,9488165.018,24M,14,
4,4.0053,"Ponta Grossa, Ceará",Brazil,"4°37'44.580""S","37°30'16.920""W",665869.0301,9488165.018,24M,14,
4,4.0054,"Ponta Grossa, Ceará",Brazil,"4°37'44.580""S","37°30'16.920""W",665869.0301,9488165.018,24M,14,
4,4.0055,"Ponta Grossa, Ceará",Brazil,"4°37'44.580""S","37°30'16.920""W",665869.0301,9488165.018,24M,14,
4,4.0056,"Ponta Grossa, Ceará",Brazil,"4°37'44.580""S","37°30'16.920""W",665869.0301,9488165.018,24M,14,
4,4.0057,"Ponta Grossa, Ceará",Brazil,"4°37'44.580""S","37°30'16.920""W",665869.0301,9488165.018,24M,14,
4,4.0058,"Ponta Grossa, Ceará",Brazil,"4°37'44.580""S","37°30'16.920""W",665869.0301,9488165.018,24M,14,
4,4.0059,"Ponta Grossa, Ceará",Brazil,"4°37'44.580""S","37°30'16.920""W",665869.0301,9488165.018,24M,14,
4,4.006,"Ponta Grossa, Ceará",Brazil,"4°37'44.580""S","37°30'16.920""W",665869.0301,9488165.018,24M,14,
4,4.0061,"Lagoa Salgada, Rio Grande do Norte",Brazil,"5°8'37.040""S","35°32'24.026""W",218400.021,9430900.033,25M,0,
4,4.0062,"Lagoa Salgada, Rio Grande do Norte",Brazil,"5°8'37.040""S","35°32'24.026""W",218400.021,9430900.033,25M,0,
4,4.0063,"Lagoa Salgada, Rio Grande do Norte",Brazil,"5°8'37.040""S","35°32'24.026""W",218400.021,9430900.033,25M,0,
4,4.0064,"Lagoa Salgada, Rio Grande do Norte",Brazil,"5°8'37.040""S","35°32'24.026""W",218400.021,9430900.033,25M,0,
4,4.0065,"Lagoa Salgada, Rio Grande do Norte",Brazil,"5°8'37.040""S","35°32'24.026""W",218400.021,9430900.033,25M,0,
4,4.0066,"Lagoa Salgada, Rio Grande do Norte",Brazil,"5°8'37.040""S","35°32'24.026""W",218400.021,9430900.033,25M,0,
4,4.0067,"Lagoa Salgada, Rio Grande do Norte",Brazil,"5°8'37.040""S","35°32'24.026""W",218400.021,9430900.033,25M,0,
4,4.0068,"Lagoa Salgada, Rio Grande do Norte",Brazil,"5°8'37.040""S","35°32'24.026""W",218400.021,9430900.033,25M,0,
4,4.0069,"Lagoa Salgada, Rio Grande do Norte",Brazil,"5°8'37.040""S","35°32'24.026""W",218400.021,9430900.033,25M,0,
4,4.007,"Lagoa Salgada, Rio Grande do Norte",Brazil,"5°8'37.040""S","35°32'24.026""W",218400.021,9430900.033,25M,0,
4,4.0071,"Lagoa Salgada, Rio Grande do Norte",Brazil,"5°8'37.040""S","35°32'24.026""W",218400.021,9430900.033,25M,0,
4,4.0072,"Lagoa Salgada, Rio Grande do Norte",Brazil,"5°8'37.040""S","35°32'24.026""W",218400.021,9430900.033,25M,0,
4,4.0073,"Lagoa Salgada, Rio Grande do Norte",Brazil,"5°8'37.040""S","35°32'24.026""W",218400.021,9430900.033,25M,0,
4,4.0074,"Lagoa Salgada, Rio Grande do Norte",Brazil,"5°8'37.040""S","35°32'24.026""W",218400.021,9430900.033,25M,0,
4,4.0075,"Lagoa Salgada, Rio Grande do Norte",Brazil,"5°8'37.040""S","35°32'24.026""W",218400.021,9430900.033,25M,0,
4,4.0076,"Lagoa Salgada, Rio Grande do Norte",Brazil,"5°8'37.040""S","35°32'24.026""W",218400.021,9430900.033,25M,0,
4,4.0077,"Lagoa Salgada, Rio Grande do Norte",Brazil,"5°8'37.040""S","35°32'24.026""W",218400.021,9430900.033,25M,0,
4,4.0078,"Lagoa Salgada, Rio Grande do Norte",Brazil,"5°8'37.040""S","35°32'24.026""W",218400.021,9430900.033,25M,0,
4,4.0079,"Lagoa Salgada, Rio Grande do Norte",Brazil,"5°8'37.040""S","35°32'24.026""W",218400.021,9430900.033,25M,0,
4,4.008,"Lagoa Salgada, Rio Grande do Norte",Brazil,"5°8'37.040""S","35°32'24.026""W",218400.021,9430900.033,25M,0,
4,4.0081,"Lagoa Salgada, Rio Grande do Norte",Brazil,"5°8'37.040""S","35°32'24.026""W",218400.021,9430900.033,25M,0,
4,4.0082,"Lagoa Salgada, Rio Grande do Norte",Brazil,"5°8'37.040""S","35°32'24.026""W",218400.021,9430900.033,25M,0,
4,4.0083,"Lagoa Salgada, Rio Grande do Norte",Brazil,"5°8'37.040""S","35°32'24.026""W",218400.021,9430900.033,25M,0,
4,4.0084,"Lagoa Salgada, Rio Grande do Norte",Brazil,"5°8'37.040""S","35°32'24.026""W",218400.021,9430900.033,25M,0,
4,4.0085,"Lagoa Salgada, Rio Grande do Norte",Brazil,"5°8'37.040""S","35°32'24.026""W",218400.021,9430900.033,25M,0,
4,4.0086,"Lagoa Salgada, Rio Grande do Norte",Brazil,"5°8'37.040""S","35°32'24.026""W",218400.021,9430900.033,25M,0,
4,4.0087,"Lagoa Salgada, Rio Grande do Norte",Brazil,"5°8'37.040""S","35°32'24.026""W",218400.021,9430900.033,25M,0,
4,4.0088,"Lagoa Salgada, Rio Grande do Norte",Brazil,"5°8'37.040""S","35°32'24.026""W",218400.021,9430900.033,25M,0,
4,4.0089,"Lagoa Salgada, Rio Grande do Norte",Brazil,"5°8'37.040""S","35°32'24.026""W",218400.021,9430900.033,25M,0,
4,4.009,"Lagoa Salgada, Rio Grande do Norte",Brazil,"5°8'37.040""S","35°32'24.026""W",218400.021,9430900.033,25M,0,
4,4.0091,"Lagoa Salgada, Rio Grande do Norte",Brazil,"5°8'37.040""S","35°32'24.026""W",218400.021,9430900.033,25M,0,
4,4.0092,"Lagoa Salgada, Rio Grande do Norte",Brazil,"5°8'37.040""S","35°32'24.026""W",218400.021,9430900.033,25M,0,
