RefID,SampleID,Sample Name,LaboratoryCode,Locality,Country,Latitude,Longitude,Easting,Northing,Zone,Elevation (m),Depth (m),Mineral,Lithology,Geological_Environment,U (ppm),±,Th (ppm),±,Sm (ppm),±,He (nmol/g),±,Th/U,eU (ppm),Calculated Age (Ma),±,Corrected Age (Ma) [5-15% or 4/3],±,U (ng),±,Th (ng),±,Sm (ng),±,He (ncc),±,He (ncc/g),±,U (nmol),±,Th (nmol),±,Sm (nmol),±,He (nmol),±,U (nmol/g),±,Th (nmol/g),±,Sm (nmol/g),±,He (nmol/g),±,Notes
#07,#07-0015,Cop0606g,05QDI,"Copley, Flinders Range, SA",Australia,30°31'32.1''S,138°32'26.4''E,264027.561,6620400.153,54J,370,,goethite,Sulfide veins in hydrothermal breccia (Cu deposit),Gossans and Lateritized Cu-Au deposits,6.50,,0.13,,,,0.23,,0.02,6.53,6.48,,7.12,0.71,,,,,,,,,,,,,,,,,,,,,,,,,,,
#07,#07-0016,Cop0608a,05QDJ,"Copley, Flinders Range, SA",Australia,30°31'35.1''S,138°32'26.2''E,264024.203,6620307.573,54J,350,,goethite,Sulfide veins in hydrothermal breccia (Cu deposit),Gossans and Lateritized Cu-Au deposits,2.82,,0.05,,,,0.26,,0.02,2.83,17.14,,18.86,1.89,,,,,,,,,,,,,,,,,,,,,,,,,,,
#07,#07-0017,Cop0608d,05QDK,"Copley, Flinders Range, SA",Australia,30°31'35.1''S,138°32'26.2''E,264024.203,6620307.573,54J,350,,goethite,Sulfide veins in hydrothermal breccia (Cu deposit),Gossans and Lateritized Cu-Au deposits,3.78,,0.05,,,,0.48,,0.01,3.79,23.29,,25.62,2.56,,,,,,,,,,,,,,,,,,,,,,,,,,,
#07,#07-0018,Cop0609Aa,05QDL,"Copley, Flinders Range, SA",Australia,30°31'35.8''S,138°32'25.7''E,264011.331,6620285.773,54J,349,,goethite,Sulfide veins in hydrothermal breccia (Cu deposit),Gossans and Lateritized Cu-Au deposits,5.51,,0.39,,,,0.53,,0.07,5.60,17.34,,19.07,1.91,,,,,,,,,,,,,,,,,,,,,,,,,,,
#07,#07-0019,Cop0609Ab,05QDN,"Copley, Flinders Range, SA",Australia,30°31'35.8''S,138°32'25.7''E,264011.331,6620285.773,54J,349,,goethite,Sulfide veins in hydrothermal breccia (Cu deposit),Gossans and Lateritized Cu-Au deposits,2.11,,0.06,,,,0.20,,0.03,2.12,17.02,,18.72,1.87,,,,,,,,,,,,,,,,,,,,,,,,,,,
#07,#07-0020,Cop0609Ba,05QDO,"Copley, Flinders Range, SA",Australia,30°31'35.8''S,138°32'25.7''E,264011.331,6620285.773,54J,349,,goethite,Sulfide veins in hydrothermal breccia (Cu deposit),Gossans and Lateritized Cu-Au deposits,4.72,,0.13,,,,0.51,,0.03,4.75,19.81,,21.79,2.18,,,,,,,,,,,,,,,,,,,,,,,,,,,
#07,#07-0021,Cop0609Bb,05QDP,"Copley, Flinders Range, SA",Australia,30°31'35.8''S,138°32'25.7''E,264011.331,6620285.773,54J,349,,goethite,Sulfide veins in hydrothermal breccia (Cu deposit),Gossans and Lateritized Cu-Au deposits,6.45,,0.32,,,,0.64,,0.05,6.52,18.00,,19.80,1.98,,,,,,,,,,,,,,,,,,,,,,,,,,,
#07,#07-0022,Cop0609Bc,05QDQ,"Copley, Flinders Range, SA",Australia,30°31'35.8''S,138°32'25.7''E,264011.331,6620285.773,54J,349,,goethite,Sulfide veins in hydrothermal breccia (Cu deposit),Gossans and Lateritized Cu-Au deposits,1.22,,0.12,,,,0.13,,0.10,1.25,19.35,,21.29,2.13,,,,,,,,,,,,,,,,,,,,,,,,,,,
#07,#07-0023,Win0601Ba,05QDR,"Winsor, Flinders Ranges, SA",Australia,"30°42'54.2""S","139°15'0.7""E",332445.721,6600669.243,54J,170,,goethite,Metasediments,Lateritized continental sediments,3.73,,0.57,,,,3.56,,0.15,3.87,166.30,,182.93,18.29,,,,,,,,,,,,,,,,,,,,,,,,,,,
#07,#07-0024,Win0601Bb,05QDS,"Winsor, Flinders Ranges, SA",Australia,"30°42'54.2""S","139°15'0.7""E",332445.721,6600669.243,54J,170,,goethite,Metasediments,Lateritized continental sediments,4.23,,0.53,,,,3.51,,0.13,4.36,146.10,,160.71,16.07,,,,,,,,,,,,,,,,,,,,,,,,,,,
#07,#07-0025,Win0601Bc,05QDT,"Winsor, Flinders Ranges, SA",Australia,"30°42'54.2""S","139°15'0.7""E",332445.721,6600669.243,54J,170,,goethite,Metasediments,Lateritized continental sediments,3.90,,0.86,,,,3.06,,0.22,4.10,135.48,,149.03,14.90,,,,,,,,,,,,,,,,,,,,,,,,,,,
#07,#07-0026,Win0601Bd,05QDU,"Winsor, Flinders Ranges, SA",Australia,"30°42'54.2""S","139°15'0.7""E",332445.721,6600669.243,54J,170,,goethite,Metasediments,Lateritized continental sediments,4.32,,1.07,,,,4.18,,0.25,4.57,165.61,,182.17,18.22,,,,,,,,,,,,,,,,,,,,,,,,,,,
#07,#07-0027,Win0601Be,05QDV,"Winsor, Flinders Ranges, SA",Australia,"30°42'54.2""S","139°15'0.7""E",332445.721,6600669.243,54J,170,,goethite,Metasediments,Lateritized continental sediments,4.61,,0.22,,,,3.98,,0.05,4.66,154.66,,170.12,17.01,,,,,,,,,,,,,,,,,,,,,,,,,,,
#07,#07-0028,Win0601Bf,05QDW,"Winsor, Flinders Ranges, SA",Australia,"30°42'54.2""S","139°15'0.7""E",332445.721,6600669.243,54J,170,,goethite,Metasediments,Lateritized continental sediments,4.77,,0.09,,,,4.76,,0.02,4.79,179.11,,197.03,19.70,,,,,,,,,,,,,,,,,,,,,,,,,,,
#07,#07-0029,Win0601Bg,05QDX,"Winsor, Flinders Ranges, SA",Australia,"30°42'54.2""S","139°15'0.7""E",332445.721,6600669.243,54J,170,,goethite,Metasediments,Lateritized continental sediments,4.72,,0.28,,,,4.27,,0.06,4.79,161.39,,177.53,17.75,,,,,,,,,,,,,,,,,,,,,,,,,,,
#07,#07-0030,Win0603a,05QDY,"Winsor, Flinders Ranges, SA",Australia,30°42'4.7''S,139°14'23.9''E,331442.84,6602178.046,54J,167,,goethite,Metasediments,Lateritized continental sediments,12.41,,0.16,,,,1.88,,0.01,12.45,27.80,,30.58,3.06,,,,,,,,,,,,,,,,,,,,,,,,,,,
#07,#07-0031,Win0603b,05QDZ,"Winsor, Flinders Ranges, SA",Australia,30°42'4.7''S,139°14'23.9''E,331442.84,6602178.046,54J,167,,goethite,Metasediments,Lateritized continental sediments,8.38,,0.51,,,,1.55,,0.06,8.50,33.43,,36.77,3.68,,,,,,,,,,,,,,,,,,,,,,,,,,,
#07,#07-0032,Win0603c,05QEA,"Winsor, Flinders Ranges, SA",Australia,30°42'4.7''S,139°14'23.9''E,331442.84,6602178.046,54J,167,,goethite,Metasediments,Lateritized continental sediments,8.59,,0.18,,,,1.65,,0.02,8.63,35.08,,38.59,3.86,,,,,,,,,,,,,,,,,,,,,,,,,,,
#07,#07-0033,Win0603d,05QEB,"Winsor, Flinders Ranges, SA",Australia,30°42'4.7''S,139°14'23.9''E,331442.84,6602178.046,54J,167,,goethite,Metasediments,Lateritized continental sediments,18.55,,1.05,,,,3.25,,0.06,18.79,31.71,,34.88,3.49,,,,,,,,,,,,,,,,,,,,,,,,,,,
