RefID,SampleID,Sample Name,LaboratoryCode,Locality,Country,Latitude,Longitude,Easting,Northing,Zone,Elevation (m),Depth (m),Mineral,Lithology,Weathering_Environment,U (ppm),±,Th (ppm),±,Sm (ppm),±,He (nmol/g),±,Th/U,eU (ppm),Calculated Age (Ma),±,Corrected Age (Ma) [5-15% or 4/3],±,U (ng),±,Th (ng),±,Sm (ng),±,He (ncc),±,He (ncc/g),±,U (nmol),±,Th (nmol),±,Sm (nmol),±,He (nmol),±,U (nmol/g),±,Th (nmol/g),±,Sm (nmol/g),±,He (nmol/g),±,Notes
#19,#19-0011,FH-L-0-a1,,"Lohn am Randen, Almenbuhl quarry",Switzerland,"47°45'46.739""N","8°40'51.578""E",476094.805,5290006.586,32T,544,,goethite,yellowish to reddish continental clay deposits,Lateritized continental sediments,2.84,0.11,58.23,0.95,,,1.81,0.01,20.5,16.52,20.02,0.78,22.02,2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,
#19,#19-0012,FH-L-0-a2,,"Lohn am Randen, Almenbuhl quarry",Switzerland,"47°45'46.739""N","8°40'51.578""E",476094.805,5290006.586,32T,544,,goethite,yellowish to reddish continental clay deposits,Lateritized continental sediments,3.69,0.17,50.1,1.08,,,1.62,0.01,13.58,15.46,19.19,1.05,21.11,2.11,,,,,,,,,,,,,,,,,,,,,,,,,,,
#19,#19-0013,FH-L-0-a3,,"Lohn am Randen, Almenbuhl quarry",Switzerland,"47°45'46.739""N","8°40'51.578""E",476094.805,5290006.586,32T,544,,goethite,yellowish to reddish continental clay deposits,Lateritized continental sediments,1.42,0.1,39.51,0.54,,,1.26,0.02,27.82,10.7,21.52,0.73,23.67,2.37,,,,,,,,,,,,,,,,,,,,,,,,,,,
#19,#19-0014,FH-L-0-b1,,"Lohn am Randen, Almenbuhl quarry",Switzerland,"47°45'46.739""N","8°40'51.578""E",476094.805,5290006.586,32T,544,,goethite,yellowish to reddish continental clay deposits,Lateritized continental sediments,3.98,0.17,32.95,0.82,,,1.37,0.01,8.28,11.72,21.3,1.27,23.43,2.34,,,,,,,,,,,,,,,,,,,,,,,,,,,
#19,#19-0015,FH-L-0-b2,,"Lohn am Randen, Almenbuhl quarry",Switzerland,"47°45'46.739""N","8°40'51.578""E",476094.805,5290006.586,32T,544,,goethite,yellowish to reddish continental clay deposits,Lateritized continental sediments,3.09,0.13,75.81,1.21,,,3.35,0.01,24.53,20.91,29.35,1.08,32.29,3.23,,,,,,,,,,,,,,,,,,,,,,,,,,,
#19,#19-0016,FH-L-0-b3,,"Lohn am Randen, Almenbuhl quarry",Switzerland,"47°45'46.739""N","8°40'51.578""E",476094.805,5290006.586,32T,544,,goethite,yellowish to reddish continental clay deposits,Lateritized continental sediments,3.65,0.12,69.04,0.93,,,2.39,0.02,18.92,19.87,22.01,0.7,24.21,2.42,,,,,,,,,,,,,,,,,,,,,,,,,,,
#19,#19-0017,FH-L-0-d1,,"Lohn am Randen, Almenbuhl quarry",Switzerland,"47°45'46.739""N","8°40'51.578""E",476094.805,5290006.586,32T,544,,goethite,yellowish to reddish continental clay deposits,Lateritized continental sediments,4.22,0.14,46.95,0.74,,,2.29,0.01,11.13,15.25,27.57,0.93,30.33,3.03,,,,,,,,,,,,,,,,,,,,,,,,,,,
#19,#19-0018,FH-L-0-d3,,"Lohn am Randen, Almenbuhl quarry",Switzerland,"47°45'46.739""N","8°40'51.578""E",476094.805,5290006.586,32T,544,,goethite,yellowish to reddish continental clay deposits,Lateritized continental sediments,3.56,0.11,48.91,0.67,,,1.97,0.02,13.74,15.05,23.97,0.75,26.37,2.64,,,,,,,,,,,,,,,,,,,,,,,,,,,
#19,#19-0019,FH-L-0-e1,,"Lohn am Randen, Almenbuhl quarry",Switzerland,"47°45'46.739""N","8°40'51.578""E",476094.805,5290006.586,32T,544,,goethite,yellowish to reddish continental clay deposits,Lateritized continental sediments,2.53,0.07,29.86,0.38,,,1.14,0.02,11.8,9.55,21.85,0.64,24.04,2.4,,,,,,,,,,,,,,,,,,,,,,,,,,,
#19,#19-0020,FH-L-0-e2,,"Lohn am Randen, Almenbuhl quarry",Switzerland,"47°45'46.739""N","8°40'51.578""E",476094.805,5290006.586,32T,544,,goethite,yellowish to reddish continental clay deposits,Lateritized continental sediments,2.65,0.08,28.45,0.39,,,1.06,0.02,10.74,9.34,20.82,0.64,22.9,2.29,,,,,,,,,,,,,,,,,,,,,,,,,,,
#19,#19-0021,FH-L-0-e3,,"Lohn am Randen, Almenbuhl quarry",Switzerland,"47°45'46.739""N","8°40'51.578""E",476094.805,5290006.586,32T,544,,goethite,yellowish to reddish continental clay deposits,Lateritized continental sediments,2.23,0.14,45.56,0.94,,,1.51,5.69,20.43,12.94,21.47,1.11,23.62,2.36,,,,,,,,,,,,,,,,,,,,,,,,,,,
#19,#19-0022,FH-L-10-a1,,"Lohn am Randen, Almenbuhl quarry",Switzerland,"47°45'46.739""N","8°40'51.578""E",476094.805,5290006.586,32T,544,,goethite,yellowish to reddish continental clay deposits,Lateritized continental sediments,2.66,0.1,44.67,0.72,,,1.4,0.01,16.79,13.16,19.46,0.73,21.41,2.14,,,,,,,,,,,,,,,,,,,,,,,,,,,
#19,#19-0023,FH-L-10-a3,,"Lohn am Randen, Almenbuhl quarry",Switzerland,"47°45'46.739""N","8°40'51.578""E",476094.805,5290006.586,32T,544,,goethite,yellowish to reddish continental clay deposits,Lateritized continental sediments,3.15,0.11,60.51,0.88,,,2.24,0.01,19.21,17.37,23.5,0.8,25.85,2.59,,,,,,,,,,,,,,,,,,,,,,,,,,,
#19,#19-0024,FH-L-10-b1,,"Lohn am Randen, Almenbuhl quarry",Switzerland,"47°45'46.739""N","8°40'51.578""E",476094.805,5290006.586,32T,544,,goethite,yellowish to reddish continental clay deposits,Lateritized continental sediments,3.75,0.11,66.17,0.86,,,3.68,0.03,17.65,19.3,34.67,1.05,38.14,3.81,,,,,,,,,,,,,,,,,,,,,,,,,,,
#19,#19-0025,FH-L-10-b2,,"Lohn am Randen, Almenbuhl quarry",Switzerland,"47°45'46.739""N","8°40'51.578""E",476094.805,5290006.586,32T,544,,goethite,yellowish to reddish continental clay deposits,Lateritized continental sediments,,,73.53,1.3,,,2.15,0.01,,17.28,24.03,1.2,26.43,2.64,,,,,,,,,,,,,,,,,,,,,,,,,,,
#19,#19-0026,FH-L-10-b3,,"Lohn am Randen, Almenbuhl quarry",Switzerland,"47°45'46.739""N","8°40'51.578""E",476094.805,5290006.586,32T,544,,goethite,yellowish to reddish continental clay deposits,Lateritized continental sediments,3.34,0.11,43.94,0.53,,,1.9,0.03,13.16,13.67,25.47,0.74,28.02,2.8,,,,,,,,,,,,,,,,,,,,,,,,,,,
#19,#19-0027,FH-L-10-c1,,"Lohn am Randen, Almenbuhl quarry",Switzerland,"47°45'46.739""N","8°40'51.578""E",476094.805,5290006.586,32T,544,,goethite,yellowish to reddish continental clay deposits,Lateritized continental sediments,3.65,0.15,34.57,0.72,,,1.2,0.01,9.47,11.77,18.67,0.96,20.54,2.05,,,,,,,,,,,,,,,,,,,,,,,,,,,
#19,#19-0028,FH-L-10-c3,,"Lohn am Randen, Almenbuhl quarry",Switzerland,"47°45'46.739""N","8°40'51.578""E",476094.805,5290006.586,32T,544,,goethite,yellowish to reddish continental clay deposits,Lateritized continental sediments,0.77,0.13,18.1,0.39,,,1.11,0.01,23.51,5.02,40.43,2.12,44.47,4.45,,,,,,,,,,,,,,,,,,,,,,,,,,,
#19,#19-0029,FH-L-10-d1,,"Lohn am Randen, Almenbuhl quarry",Switzerland,"47°45'46.739""N","8°40'51.578""E",476094.805,5290006.586,32T,544,,goethite,yellowish to reddish continental clay deposits,Lateritized continental sediments,3.06,0.18,48.37,1.12,,,2.53,0.01,15.81,14.43,32.13,1.72,35.34,3.53,,,,,,,,,,,,,,,,,,,,,,,,,,,
#19,#19-0030,FH-L-10-d2,,"Lohn am Randen, Almenbuhl quarry",Switzerland,"47°45'46.739""N","8°40'51.578""E",476094.805,5290006.586,32T,544,,goethite,yellowish to reddish continental clay deposits,Lateritized continental sediments,2.46,0.11,40,0.72,,,1.61,0.01,16.26,11.86,24.87,1.03,27.36,2.74,,,,,,,,,,,,,,,,,,,,,,,,,,,
#19,#19-0031,FH-L-10-d3,,"Lohn am Randen, Almenbuhl quarry",Switzerland,"47°45'46.739""N","8°40'51.578""E",476094.805,5290006.586,32T,544,,goethite,yellowish to reddish continental clay deposits,Lateritized continental sediments,,,39.92,0.65,,,1.71,0.01,,9.38,34.53,1.5,37.98,3.8,,,,,,,,,,,,,,,,,,,,,,,,,,,
#19,#19-0032,FH-L-10-e1,,"Lohn am Randen, Almenbuhl quarry",Switzerland,"47°45'46.739""N","8°40'51.578""E",476094.805,5290006.586,32T,544,,goethite,yellowish to reddish continental clay deposits,Lateritized continental sediments,4.1,0.16,64.69,1.05,,,2.23,0.01,15.78,19.3,21.22,0.81,23.34,2.33,,,,,,,,,,,,,,,,,,,,,,,,,,,
#19,#19-0033,FH-L-10-e2,,"Lohn am Randen, Almenbuhl quarry",Switzerland,"47°45'46.739""N","8°40'51.578""E",476094.805,5290006.586,32T,544,,goethite,yellowish to reddish continental clay deposits,Lateritized continental sediments,4.12,0.12,73.45,0.89,,,2.09,0.02,17.83,21.38,17.94,0.54,19.73,1.97,,,,,,,,,,,,,,,,,,,,,,,,,,,
#19,#19-0034,FH-L-10-e3,,"Lohn am Randen, Almenbuhl quarry",Switzerland,"47°45'46.739""N","8°40'51.578""E",476094.805,5290006.586,32T,544,,goethite,yellowish to reddish continental clay deposits,Lateritized continental sediments,3.25,0.1,61.09,0.76,,,2.17,21.96,18.8,17.61,22.68,0.68,24.95,2.49,,,,,,,,,,,,,,,,,,,,,,,,,,,
#19,#19-0035,FH-L-20-a1,,"Lohn am Randen, Almenbuhl quarry",Switzerland,"47°45'46.739""N","8°40'51.578""E",476094.805,5290006.586,32T,544,,goethite,yellowish to reddish continental clay deposits,Lateritized continental sediments,3.09,0.13,57.77,1.05,,,2.25,0.01,18.7,16.67,24.72,1.04,27.19,2.72,,,,,,,,,,,,,,,,,,,,,,,,,,,
#19,#19-0036,FH-L-20-a2,,"Lohn am Randen, Almenbuhl quarry",Switzerland,"47°45'46.739""N","8°40'51.578""E",476094.805,5290006.586,32T,544,,goethite,yellowish to reddish continental clay deposits,Lateritized continental sediments,3.46,0.09,75.95,0.85,,,3.06,0.03,21.95,21.31,26.36,0.75,29,2.9,,,,,,,,,,,,,,,,,,,,,,,,,,,
#19,#19-0037,FH-L-20-a3,,"Lohn am Randen, Almenbuhl quarry",Switzerland,"47°45'46.739""N","8°40'51.578""E",476094.805,5290006.586,32T,544,,goethite,yellowish to reddish continental clay deposits,Lateritized continental sediments,3.72,0.15,49.83,0.91,,,2.7,0.01,13.4,15.43,32,1.25,35.2,3.52,,,,,,,,,,,,,,,,,,,,,,,,,,,
#19,#19-0038,FH-L-20-a4,,"Lohn am Randen, Almenbuhl quarry",Switzerland,"47°45'46.739""N","8°40'51.578""E",476094.805,5290006.586,32T,544,,goethite,yellowish to reddish continental clay deposits,Lateritized continental sediments,4.03,0.12,58.38,0.81,,,2.12,0.02,14.49,17.75,21.84,0.69,24.02,2.4,,,,,,,,,,,,,,,,,,,,,,,,,,,
#19,#19-0039,FH-L-20-b1,,"Lohn am Randen, Almenbuhl quarry",Switzerland,"47°45'46.739""N","8°40'51.578""E",476094.805,5290006.586,32T,544,,goethite,yellowish to reddish continental clay deposits,Lateritized continental sediments,3.08,0.12,36.43,0.71,,,0.79,0.01,11.83,11.64,12.33,0.71,13.56,1.36,,,,,,,,,,,,,,,,,,,,,,,,,,,
#19,#19-0040,FH-L-20-b2,,"Lohn am Randen, Almenbuhl quarry",Switzerland,"47°45'46.739""N","8°40'51.578""E",476094.805,5290006.586,32T,544,,goethite,yellowish to reddish continental clay deposits,Lateritized continental sediments,3.55,0.09,63.44,0.72,,,2.24,0.03,17.87,18.46,22.23,0.63,24.45,2.45,,,,,,,,,,,,,,,,,,,,,,,,,,,
#19,#19-0041,FH-L-20-b3,,"Lohn am Randen, Almenbuhl quarry",Switzerland,"47°45'46.739""N","8°40'51.578""E",476094.805,5290006.586,32T,544,,goethite,yellowish to reddish continental clay deposits,Lateritized continental sediments,3.3,0.11,60.06,0.85,,,1.95,0.01,18.2,17.41,20.56,0.68,22.62,2.26,,,,,,,,,,,,,,,,,,,,,,,,,,,
#19,#19-0042,FH-L-20-c1,,"Lohn am Randen, Almenbuhl quarry",Switzerland,"47°45'46.739""N","8°40'51.578""E",476094.805,5290006.586,32T,544,,goethite,yellowish to reddish continental clay deposits,Lateritized continental sediments,,,60.7,0.86,,,2.58,0.02,,14.26,33.15,1.23,36.47,3.65,,,,,,,,,,,,,,,,,,,,,,,,,,,
#19,#19-0043,FH-L-20-c2,,"Lohn am Randen, Almenbuhl quarry",Switzerland,"47°45'46.739""N","8°40'51.578""E",476094.805,5290006.586,32T,544,,goethite,yellowish to reddish continental clay deposits,Lateritized continental sediments,0.56,0.14,50.35,0.77,,,1.93,0.01,89.91,12.39,28.57,1.11,31.43,3.14,,,,,,,,,,,,,,,,,,,,,,,,,,,
#19,#19-0044,FH-L-20-c3,,"Lohn am Randen, Almenbuhl quarry",Switzerland,"47°45'46.739""N","8°40'51.578""E",476094.805,5290006.586,32T,544,,goethite,yellowish to reddish continental clay deposits,Lateritized continental sediments,,,47.4,1.07,,,1.7,0.01,,11.14,39.26,3.17,43.19,4.32,,,,,,,,,,,,,,,,,,,,,,,,,,,
#19,#19-0045,FH-L-20-d1,,"Lohn am Randen, Almenbuhl quarry",Switzerland,"47°45'46.739""N","8°40'51.578""E",476094.805,5290006.586,32T,544,,goethite,yellowish to reddish continental clay deposits,Lateritized continental sediments,3.76,0.13,68.32,0.96,,,3.52,0.02,18.17,19.82,32.56,1.05,35.82,3.58,,,,,,,,,,,,,,,,,,,,,,,,,,,
#19,#19-0046,FH-L-20-d2,,"Lohn am Randen, Almenbuhl quarry",Switzerland,"47°45'46.739""N","8°40'51.578""E",476094.805,5290006.586,32T,544,,goethite,yellowish to reddish continental clay deposits,Lateritized continental sediments,3.03,0.11,45.21,0.71,,,2.22,0.01,14.92,13.65,29.88,1.04,32.87,3.29,,,,,,,,,,,,,,,,,,,,,,,,,,,
#19,#19-0047,FH-L-20-d3,,"Lohn am Randen, Almenbuhl quarry",Switzerland,"47°45'46.739""N","8°40'51.578""E",476094.805,5290006.586,32T,544,,goethite,yellowish to reddish continental clay deposits,Lateritized continental sediments,3.93,0.11,37.03,0.51,,,1.91,0.02,9.42,12.63,27.8,0.83,30.58,3.06,,,,,,,,,,,,,,,,,,,,,,,,,,,
#19,#19-0048,FH-L-20-e1,,"Lohn am Randen, Almenbuhl quarry",Switzerland,"47°45'46.739""N","8°40'51.578""E",476094.805,5290006.586,32T,544,,goethite,yellowish to reddish continental clay deposits,Lateritized continental sediments,2.83,0.07,42.54,0.5,,,0.83,0.01,15.03,12.83,11.88,0.35,13.07,1.31,,,,,,,,,,,,,,,,,,,,,,,,,,,
#19,#19-0049,FH-L-20-e2,,"Lohn am Randen, Almenbuhl quarry",Switzerland,"47°45'46.739""N","8°40'51.578""E",476094.805,5290006.586,32T,544,,goethite,yellowish to reddish continental clay deposits,Lateritized continental sediments,3.31,0.15,43.61,0.89,,,1.1,0.01,13.18,13.56,14.84,0.88,16.32,1.63,,,,,,,,,,,,,,,,,,,,,,,,,,,
#19,#19-0050,FH-L-20-e3,,"Lohn am Randen, Almenbuhl quarry",Switzerland,"47°45'46.739""N","8°40'51.578""E",476094.805,5290006.586,32T,544,,goethite,yellowish to reddish continental clay deposits,Lateritized continental sediments,2.97,0.09,34.87,0.47,,,0.97,0.01,11.74,11.16,15.87,0.5,17.46,1.75,,,,,,,,,,,,,,,,,,,,,,,,,,,
#19,#19-0051,FH-L-30-a1,,"Lohn am Randen, Almenbuhl quarry",Switzerland,"47°45'46.739""N","8°40'51.578""E",476094.805,5290006.586,32T,544,,goethite,yellowish to reddish continental clay deposits,Lateritized continental sediments,4.21,0.14,41.5,0.69,,,0.77,0.01,9.86,13.96,10.18,0.46,11.2,1.12,,,,,,,,,,,,,,,,,,,,,,,,,,,
#19,#19-0052,FH-L-30-a2,,"Lohn am Randen, Almenbuhl quarry",Switzerland,"47°45'46.739""N","8°40'51.578""E",476094.805,5290006.586,32T,544,,goethite,yellowish to reddish continental clay deposits,Lateritized continental sediments,2.82,0.11,37.25,0.67,,,0.71,0.01,13.21,11.57,11.23,0.58,12.35,1.24,,,,,,,,,,,,,,,,,,,,,,,,,,,
#19,#19-0053,FH-L-30-b1,,"Lohn am Randen, Almenbuhl quarry",Switzerland,"47°45'46.739""N","8°40'51.578""E",476094.805,5290006.586,32T,544,,goethite,yellowish to reddish continental clay deposits,Lateritized continental sediments,4.06,0.12,63.52,0.85,,,1.8,0.01,15.65,18.99,17.17,0.54,18.89,1.89,,,,,,,,,,,,,,,,,,,,,,,,,,,
#19,#19-0054,FH-L-30-b2,,"Lohn am Randen, Almenbuhl quarry",Switzerland,"47°45'46.739""N","8°40'51.578""E",476094.805,5290006.586,32T,544,,goethite,yellowish to reddish continental clay deposits,Lateritized continental sediments,3.27,0.12,38.7,0.69,,,1.26,0.01,11.83,12.36,18.66,0.77,20.53,2.05,,,,,,,,,,,,,,,,,,,,,,,,,,,
#19,#19-0055,FH-L-30-b3,,"Lohn am Randen, Almenbuhl quarry",Switzerland,"47°45'46.739""N","8°40'51.578""E",476094.805,5290006.586,32T,544,,goethite,yellowish to reddish continental clay deposits,Lateritized continental sediments,1.48,0.15,45.42,0.71,,,1.68,0.01,30.69,12.15,25.36,0.98,27.9,2.79,,,,,,,,,,,,,,,,,,,,,,,,,,,
#19,#19-0056,FH-L-30-c2,,"Lohn am Randen, Almenbuhl quarry",Switzerland,"47°45'46.739""N","8°40'51.578""E",476094.805,5290006.586,32T,544,,goethite,yellowish to reddish continental clay deposits,Lateritized continental sediments,2.04,0.12,46.04,0.64,,,2.11,0.02,22.57,12.86,30.04,1,33.04,3.3,,,,,,,,,,,,,,,,,,,,,,,,,,,
#19,#19-0057,FH-L-30-d1,,"Lohn am Randen, Almenbuhl quarry",Switzerland,"47°45'46.739""N","8°40'51.578""E",476094.805,5290006.586,32T,544,,goethite,yellowish to reddish continental clay deposits,Lateritized continental sediments,2.67,0.15,22.66,0.72,,,1.07,0.01,8.49,8,24.54,2,26.99,2.7,,,,,,,,,,,,,,,,,,,,,,,,,,,
#19,#19-0058,FH-L-30-d2,,"Lohn am Randen, Almenbuhl quarry",Switzerland,"47°45'46.739""N","8°40'51.578""E",476094.805,5290006.586,32T,544,,goethite,yellowish to reddish continental clay deposits,Lateritized continental sediments,3.16,0.09,32.57,0.43,,,1.12,0.02,10.31,10.81,19.01,0.57,20.91,2.09,,,,,,,,,,,,,,,,,,,,,,,,,,,
#19,#19-0059,FH-L-30-d3,,"Lohn am Randen, Almenbuhl quarry",Switzerland,"47°45'46.739""N","8°40'51.578""E",476094.805,5290006.586,32T,544,,goethite,yellowish to reddish continental clay deposits,Lateritized continental sediments,2.8,0.12,48.89,0.72,,,1.63,0.01,17.46,14.29,20.94,0.73,23.03,2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,
#19,#19-0060,FH-L-30-e1,,"Lohn am Randen, Almenbuhl quarry",Switzerland,"47°45'46.739""N","8°40'51.578""E",476094.805,5290006.586,32T,544,,goethite,yellowish to reddish continental clay deposits,Lateritized continental sediments,3.47,0.13,43.62,0.71,,,1.61,12.14,12.57,13.72,21.53,0.78,23.68,2.37,,,,,,,,,,,,,,,,,,,,,,,,,,,
#19,#19-0061,FH-L-30-e2,,"Lohn am Randen, Almenbuhl quarry",Switzerland,"47°45'46.739""N","8°40'51.578""E",476094.805,5290006.586,32T,544,,goethite,yellowish to reddish continental clay deposits,Lateritized continental sediments,2.94,0.11,40.78,0.68,,,1.51,0.01,13.87,12.52,22.17,0.85,24.39,2.44,,,,,,,,,,,,,,,,,,,,,,,,,,,
#19,#19-0062,FH-L-30-e3,,"Lohn am Randen, Almenbuhl quarry",Switzerland,"47°45'46.739""N","8°40'51.578""E",476094.805,5290006.586,32T,544,,goethite,yellowish to reddish continental clay deposits,Lateritized continental sediments,2.95,0.1,44.08,0.65,,,1.38,0.01,14.94,13.31,18.98,0.66,20.88,2.09,,,,,,,,,,,,,,,,,,,,,,,,,,,
#19,#19-0063,FH-L-50-a1,,"Lohn am Randen, Almenbuhl quarry",Switzerland,"47°45'46.739""N","8°40'51.578""E",476094.805,5290006.586,32T,544,,goethite,yellowish to reddish continental clay deposits,Lateritized continental sediments,5.47,0.16,85.24,1.12,,,3.01,0.02,15.58,25.5,21.43,0.66,23.57,2.36,,,,,,,,,,,,,,,,,,,,,,,,,,,
#19,#19-0064,FH-L-50-a2,,"Lohn am Randen, Almenbuhl quarry",Switzerland,"47°45'46.739""N","8°40'51.578""E",476094.805,5290006.586,32T,544,,goethite,yellowish to reddish continental clay deposits,Lateritized continental sediments,6.49,0.14,52.85,0.65,,,2.71,0.03,8.14,18.91,26.16,0.72,28.78,2.88,,,,,,,,,,,,,,,,,,,,,,,,,,,
#19,#19-0065,FH-L-50-b1,,"Lohn am Randen, Almenbuhl quarry",Switzerland,"47°45'46.739""N","8°40'51.578""E",476094.805,5290006.586,32T,544,,goethite,yellowish to reddish continental clay deposits,Lateritized continental sediments,5.4,0.13,64.03,0.79,,,2.63,0.02,11.86,20.45,23.55,0.68,25.91,2.59,,,,,,,,,,,,,,,,,,,,,,,,,,,
#19,#19-0066,FH-L-50-b2,,"Lohn am Randen, Almenbuhl quarry",Switzerland,"47°45'46.739""N","8°40'51.578""E",476094.805,5290006.586,32T,544,,goethite,yellowish to reddish continental clay deposits,Lateritized continental sediments,3.82,0.13,43.28,0.7,,,1.31,0.01,11.33,13.99,17.13,0.63,18.84,1.88,,,,,,,,,,,,,,,,,,,,,,,,,,,
#19,#19-0067,FH-L-50-b3,,"Lohn am Randen, Almenbuhl quarry",Switzerland,"47°45'46.739""N","8°40'51.578""E",476094.805,5290006.586,32T,544,,goethite,yellowish to reddish continental clay deposits,Lateritized continental sediments,4.2,0.11,28.05,0.42,,,2.09,0.02,6.68,10.79,35.42,1.05,38.96,3.9,,,,,,,,,,,,,,,,,,,,,,,,,,,
#19,#19-0068,FH-L-50-c1,,"Lohn am Randen, Almenbuhl quarry",Switzerland,"47°45'46.739""N","8°40'51.578""E",476094.805,5290006.586,32T,544,,goethite,yellowish to reddish continental clay deposits,Lateritized continental sediments,3.45,0.13,35.35,0.51,,,1.01,0.01,10.25,11.76,15.78,0.52,17.36,1.74,,,,,,,,,,,,,,,,,,,,,,,,,,,
#19,#19-0069,FH-L-50-c2,,"Lohn am Randen, Almenbuhl quarry",Switzerland,"47°45'46.739""N","8°40'51.578""E",476094.805,5290006.586,32T,544,,goethite,yellowish to reddish continental clay deposits,Lateritized continental sediments,,,29.18,1.21,,,1.18,0.01,,6.86,44.4,7.98,48.84,4.88,,,,,,,,,,,,,,,,,,,,,,,,,,,
